115.8703,116.1271,116.3840,116.6164,116.8732,117.0323,117.2035,117.4114,117.6683,117.9496,118.2554,118.5123,118.7691,119.0260,119.3073,119.5764,119.8333,120.0779,120.2736,120.4938,120.7507,121.0320,121.3378,121.6314,121.9249,122.6833,124.2122,125.9124,127.3313,128.4566,129.3250,130.0345,130.6705,131.2699,131.7714,132.2362,132.6398,132.9823,133.2392,133.3982,133.4960,133.4716,133.2881,132.9579,132.3829,131.6001,130.5115,129.3373,128.5300,128.1386,127.9551,127.9673,128.0774,128.2731,128.5300,128.8235,129.1171,129.3862,129.5941,129.8143,129.9978,130.1690,130.4504,130.7072,130.9763,131.2699,131.5634,131.8570,132.1261,132.3463,132.6031,132.8111,133.0190,133.2147,133.4716,133.7285,133.9731,134.2177,134.4501,134.7070,134.9638,135.2207,135.5020,135.7467,135.9791,136.2482,136.5050,136.7374,137.0187,137.2634,137.5325,137.7649,138.0217,138.2419,138.4743,138.6945,138.9636,139.2082,139.4284,139.6608,139.8932,140.1133,140.3335,140.5782,140.8350,141.0796,141.3365,141.5811,141.8258,142.0459,142.2906,142.5107,142.7554,143.0000,143.2324,143.4648,143.7094,143.9541,144.1865,144.3822,144.5534,144.7614,144.9815,145.2629,145.5442,145.8133,146.0212,146.2047,146.3759,146.5472,146.7062,146.8652,147.0732,147.2933,147.5869,147.8560,148.1495,148.4675,148.7367,149.0424,149.3482,149.6296,149.8864,150.1188,150.3023,150.5225,150.7059,150.8649,150.9750,151.0974,151.2564,151.4643,151.6967,151.9780,152.2838,152.5652,152.8465,153.1400,153.4091,153.6538,153.8739,154.0941,154.3877,154.6445,154.8769,155.0849,155.3173,155.5741,155.7943,156.0267,156.2713,156.5160,156.7484,156.9808,157.2132,157.4211,157.6413,157.8492,158.0939,158.3140,158.5709,158.8033,159.0724,159.3415,159.5861,159.8185,160.0387,160.2589,160.4668,160.6503,160.8460,161.0784,161.2985,161.5187,161.7511,161.9713,162.1792,162.3994,162.6440,162.8520,163.0599,163.2311,163.4513,163.6348,163.8305,164.0017,164.1852,164.4298,164.6867,164.9925,165.2127,165.4328,165.7019,165.9343,166.1423,166.3747,166.5826,166.7416,166.9740,167.2554,167.5122,167.7691,168.0137,168.2461,168.4785,168.7598,169.0167,169.2124,169.4448,169.7017,169.9585,170.1542,170.3866,170.6190,170.8392,171.0471,171.2551,171.4630,171.6832,171.9401,172.1847,172.4905,172.8085,173.0654,173.2978,173.5179,173.7259,173.9094,174.1173,174.2885,174.4720,174.6922,174.9246,175.1814,175.4138,175.6463
115.9681,116.2005,116.4574,116.7020,116.9466,117.1301,117.2647,117.4604,117.6928,117.9863,118.2310,118.5123,118.8181,119.0749,119.3440,119.6131,119.8578,120.0902,120.3103,120.5305,120.7629,121.0442,121.3623,121.6069,121.8882,122.2796,123.2704,124.7382,126.4017,127.7472,128.7868,129.6308,130.3158,130.9641,131.5267,132.0527,132.4930,132.8845,133.1658,133.3982,133.5450,133.6061,133.5327,133.3126,132.8967,132.2729,131.4289,130.2547,129.1783,128.5667,128.2487,128.0897,128.1508,128.3343,128.5912,128.8725,129.1783,129.4596,129.6920,129.9122,130.0712,130.2791,130.4993,130.7439,131.0130,131.3188,131.5634,131.8692,132.1628,132.4196,132.6765,132.9089,133.1413,133.3248,133.5816,133.8385,134.0954,134.3278,134.5847,134.8171,135.0862,135.3063,135.5754,135.8323,136.0769,136.2971,136.5662,136.8108,137.0310,137.2389,137.4836,137.7282,137.9606,138.2297,138.4621,138.7434,138.9758,139.2327,139.4773,139.6975,139.9421,140.1867,140.4069,140.6026,140.8228,141.0674,141.3243,141.5934,141.8258,142.0459,142.2661,142.5107,142.7431,142.9878,143.2446,143.4893,143.7339,143.9663,144.1620,144.4067,144.6146,144.8592,145.1039,145.3485,145.5809,145.8255,146.0701,146.3270,146.4982,146.6817,146.8285,147.0120,147.1710,147.3912,147.6603,147.9171,148.2107,148.5042,148.7856,149.0791,149.3605,149.6540,149.9353,150.1922,150.4124,150.6203,150.8160,150.9995,151.1585,151.2808,151.4032,151.5744,151.7823,152.0270,152.3205,152.6263,152.9076,153.2012,153.4703,153.7149,153.9963,154.3020,154.5589,154.7791,154.9992,155.2316,155.4518,155.6231,155.8555,156.0879,156.3080,156.5282,156.7606,157.0052,157.2376,157.4823,157.6902,157.8981,158.0939,158.3262,158.5587,158.8033,159.0479,159.3293,159.5861,159.8430,160.0509,160.2711,160.4790,160.6870,160.8827,161.0784,161.3230,161.5554,161.8000,161.9957,162.2037,162.4238,162.6073,162.8397,163.0599,163.2801,163.4635,163.6715,163.8672,164.0262,164.1852,164.4298,164.6745,164.9680,165.2493,165.5429,165.7875,166.0566,166.3135,166.5337,166.7049,166.8884,167.0474,167.2798,167.5611,167.8058,168.0871,168.3195,168.5886,168.8210,169.0779,169.2980,169.4937,169.7506,170.0075,170.2399,170.4723,170.7047,170.9126,171.1083,171.3285,171.5731,171.8055,172.0257,172.2703,172.5394,172.8207,173.0654,173.2978,173.5179,173.7626,173.9950,174.2029,174.4231,174.6432,174.8512,175.0591,175.2915,175.4995,175.7196
116.0293,116.2372,116.4818,116.7387,116.9711,117.1790,117.3625,117.5460,117.7417,117.9863,118.2432,118.5245,118.8425,119.0872,119.3685,119.6131,119.8700,120.0902,120.3103,120.5550,120.8118,121.0687,121.3256,121.6191,121.8882,122.1695,122.6710,123.7230,124.7871,125.9980,127.0010,128.2731,129.4229,130.4014,131.1598,131.7958,132.3340,132.7866,133.1413,133.4471,133.6917,133.8018,133.8263,133.6917,133.4226,132.9456,132.2606,131.3188,130.0956,129.1660,128.6523,128.3954,128.2487,128.3710,128.5667,128.8358,129.1293,129.3984,129.6431,129.8632,130.0834,130.2914,130.4993,130.7439,131.0253,131.3066,131.5879,131.8692,132.1628,132.4319,132.6521,132.8600,133.0802,133.2759,133.5450,133.8141,134.0465,134.2911,134.5235,134.7559,134.9761,135.2085,135.4776,135.7711,136.0035,136.1992,136.4439,136.6885,136.9209,137.1411,137.4102,137.6792,137.9117,138.1563,138.4254,138.6945,138.9758,139.2449,139.4651,139.6975,139.9299,140.1133,140.3458,140.5659,140.7983,141.0185,141.2509,141.4955,141.7402,141.9848,142.2172,142.4863,142.7431,143.0367,143.3058,143.5749,143.7828,144.0152,144.2599,144.5167,144.7002,144.8837,145.1039,145.3485,145.6053,145.8500,146.0946,146.3392,146.5472,146.7551,146.9142,147.0732,147.2688,147.5257,147.7581,148.0272,148.2841,148.6021,148.8712,149.1403,149.4094,149.7030,149.9843,150.2778,150.5102,150.7304,150.9261,151.1096,151.1952,151.3053,151.4276,151.5377,151.7089,151.9536,152.2349,152.5774,152.8587,153.1523,153.4336,153.7149,154.0207,154.2654,154.5222,154.7668,154.9992,155.2316,155.4763,155.7209,155.9411,156.1490,156.3936,156.6138,156.8218,157.0542,157.2743,157.4700,157.6902,157.8981,158.1306,158.3752,158.5953,158.8522,159.0846,159.3537,159.6350,159.8797,160.0998,160.3322,160.5524,160.7603,160.9683,161.1518,161.3719,161.5799,161.8000,161.9957,162.2159,162.4483,162.6440,162.8887,163.1088,163.3779,163.5981,163.8549,164.0384,164.1974,164.3564,164.5766,164.8090,165.0781,165.3594,165.6163,165.8487,166.1056,166.3624,166.5459,166.7049,166.9006,167.0963,167.3043,167.5734,167.8302,168.0871,168.3195,168.5641,168.8087,169.0412,169.2858,169.5182,169.7384,169.9585,170.2399,170.4723,170.6924,170.9126,171.1328,171.3407,171.5731,171.8055,172.0135,172.2214,172.5149,172.7840,173.0409,173.2855,173.5302,173.7504,173.9705,174.2029,174.4108,174.6065,174.8145,175.0591,175.2793,175.4750,175.6952
116.0782,116.3228,116.5675,116.8121,117.0445,117.2402,117.4237,117.6438,117.8518,118.0720,118.3410,118.6224,118.9404,119.2217,119.4663,119.7232,119.9434,120.1880,120.4204,120.6406,120.8730,121.1299,121.3989,121.6558,121.9371,122.1695,122.4386,122.9768,124.3468,125.9613,127.4291,128.6156,129.5330,130.2791,130.9274,131.4656,131.9793,132.4441,132.9089,133.2514,133.5450,133.7774,133.9119,133.9486,133.7896,133.5327,133.0802,132.4441,131.4778,130.2791,129.3250,128.7868,128.5300,128.5055,128.5912,128.7868,129.0682,129.3618,129.6431,129.9122,130.1568,130.3892,130.5971,130.8295,131.0742,131.3310,131.5757,131.8448,132.1383,132.4196,132.6887,132.9334,133.1413,133.3493,133.5572,133.7774,134.0342,134.2911,134.5113,134.7559,134.9761,135.2085,135.4531,135.7100,135.9913,136.2726,136.5050,136.7252,136.9209,137.1655,137.3857,137.6548,137.9117,138.1808,138.4498,138.7067,138.9880,139.2327,139.4895,139.7342,139.9421,140.1623,140.3947,140.6271,140.8228,141.0674,141.2998,141.5322,141.7402,141.9725,142.1927,142.4007,142.6942,142.9756,143.2569,143.5382,143.7584,143.9908,144.2354,144.4923,144.7369,144.9449,145.1283,145.3485,145.5809,145.8255,146.0701,146.3270,146.5717,146.7796,146.9753,147.1832,147.4156,147.6480,147.8927,148.1251,148.3575,148.6266,148.9201,149.2015,149.4583,149.7641,150.0577,150.3512,150.5959,150.7793,150.9628,151.1463,151.3053,151.4154,151.4765,151.5622,151.7089,151.9658,152.2716,152.5652,152.8587,153.1400,153.4458,153.7516,154.0329,154.3020,154.5711,154.8035,155.0359,155.2194,155.4641,155.6964,155.9288,156.1490,156.3936,156.6383,156.8829,157.0909,157.3233,157.5312,157.7269,157.9226,158.1428,158.3996,158.6320,158.8645,159.1702,159.4393,159.7206,159.9775,160.1855,160.3812,160.5646,160.7848,161.0172,161.2129,161.4331,161.6288,161.8490,162.0569,162.3015,162.4850,162.7419,162.9743,163.2189,163.4635,163.6593,163.8549,164.0629,164.2464,164.3687,164.5766,164.8335,165.1148,165.4084,165.7142,165.9710,166.2401,166.4970,166.7171,166.9129,167.0963,167.2676,167.5000,167.7568,168.0259,168.3073,168.5519,168.7354,168.9311,169.1757,169.4326,169.6772,169.8974,170.1420,170.3499,170.5701,170.7903,171.0227,171.2551,171.4875,171.7077,171.9278,172.1358,172.3437,172.5761,172.8574,173.1265,173.3712,173.6158,173.8360,174.0072,174.2274,174.3986,174.5943,174.8390,175.0347,175.2793,175.5117,175.7196
116.0293,116.2861,116.5185,116.7387,116.9833,117.2157,117.4604,117.6561,117.8762,118.1086,118.3777,118.6468,118.9282,119.1973,119.4541,119.7110,120.0045,120.2492,120.4571,120.6773,120.9341,121.1910,121.4479,121.7292,121.9738,122.2796,122.5365,122.8301,123.4783,124.9217,126.4873,127.8328,128.9092,129.8021,130.4993,131.1231,131.6857,132.2117,132.6643,133.0679,133.4349,133.7407,133.9853,134.1321,134.1443,134.0098,133.7285,133.2514,132.5787,131.6246,130.4014,129.4351,128.9459,128.7135,128.6645,128.7502,128.9703,129.2272,129.4718,129.7409,129.9733,130.2057,130.4137,130.6583,130.8907,131.1843,131.4900,131.7714,132.0772,132.3707,132.6154,132.8722,133.0924,133.3003,133.5816,133.8263,134.0465,134.2544,134.5235,134.7681,135.0128,135.2574,135.5143,135.7956,136.0524,136.3093,136.5540,136.7986,137.0187,137.2634,137.4958,137.7527,137.9973,138.2052,138.4621,138.7434,139.0003,139.2449,139.5018,139.7464,139.9421,140.1500,140.3825,140.5782,140.8106,141.0674,141.3243,141.5689,141.7891,142.0092,142.2539,142.5107,142.7676,143.0245,143.2936,143.5504,143.7706,144.0030,144.2354,144.4433,144.6757,144.8715,145.0916,145.3240,145.5564,145.8011,146.0579,146.2903,146.5594,146.8163,147.0365,147.2077,147.4279,147.6603,147.8927,148.1495,148.3697,148.6266,148.8957,149.2015,149.4828,149.7519,150.0332,150.2901,150.5469,150.7182,150.9017,151.0974,151.3053,151.4398,151.5255,151.5989,151.7212,151.9046,152.1982,152.4918,152.7976,153.1156,153.4091,153.6905,153.9718,154.2531,154.5345,154.8035,155.0359,155.2684,155.5007,155.7454,155.9778,156.2346,156.4548,156.6750,156.8829,157.0909,157.2743,157.4945,157.6902,157.8859,158.0939,158.3262,158.5709,158.8033,159.0602,159.3537,159.6228,159.8674,160.0876,160.2955,160.4790,160.6870,160.9071,161.1273,161.3108,161.5309,161.7633,161.9957,162.2037,162.3994,162.6318,162.8764,163.1333,163.3901,163.5736,163.7571,163.9650,164.1607,164.3075,164.4788,164.6989,164.9558,165.2616,165.5307,165.7998,166.0689,166.3502,166.6438,166.8639,167.0474,167.2309,167.4755,167.7446,167.9892,168.2094,168.4540,168.6864,168.8944,169.1146,169.3592,169.5671,169.8240,170.0809,170.3255,170.5701,170.7658,170.9738,171.2184,171.4508,171.7077,171.9401,172.1602,172.3926,172.6373,172.9186,173.1999,173.4568,173.7014,173.9216,174.1295,174.3375,174.5332,174.7289,174.9490,175.1692,175.3527,175.5729,175.7808
116.0415,116.2984,116.5308,116.7509,116.9589,117.2035,117.4359,117.6561,117.8885,118.1331,118.3777,118.6591,118.9526,119.1973,119.4541,119.7232,119.9801,120.1880,120.3960,120.6284,120.8485,121.0932,121.3867,121.6436,121.9616,122.2429,122.5120,122.7567,123.0013,123.6374,125.0562,126.5729,127.9551,129.0193,129.8755,130.6094,131.2821,131.8448,132.3707,132.8355,133.2636,133.6183,133.9486,134.2055,134.4012,134.4501,134.3400,134.0709,133.5816,132.8845,131.9059,130.6338,129.7042,129.2027,128.9581,128.9581,129.1049,129.3128,129.5819,129.8510,130.1079,130.3647,130.5482,130.7439,130.9641,131.2087,131.4778,131.7836,132.1016,132.3829,132.6398,132.8722,133.1046,133.3248,133.5694,133.8263,134.0587,134.3156,134.5602,134.7926,135.0495,135.2818,135.5387,135.7711,136.0158,136.2848,136.5050,136.7130,136.9454,137.1655,137.3857,137.6670,137.8994,138.1808,138.4743,138.7801,139.0247,139.2816,139.5140,139.7831,140.0033,140.2357,140.4558,140.7005,140.9084,141.1286,141.3610,141.6056,141.8625,142.1071,142.3273,142.5352,142.7798,143.0490,143.3058,143.5749,143.8440,144.0764,144.3088,144.5534,144.7980,144.9815,145.1772,145.3974,145.6298,145.8745,146.1069,146.3637,146.6206,146.8530,147.0609,147.2811,147.5013,147.7337,147.9294,148.1985,148.4553,148.7367,148.9935,149.2626,149.5072,149.7763,150.0332,150.2901,150.4980,150.7182,150.8894,151.0484,151.2564,151.4154,151.5255,151.5989,151.7089,151.8680,152.0881,152.3572,152.6508,152.9443,153.2379,153.5437,153.8495,154.1920,154.4733,154.7546,155.0115,155.2316,155.4396,155.7087,155.9411,156.1613,156.3936,156.6138,156.8584,157.0909,157.3355,157.5312,157.7147,157.8859,158.1550,158.3996,158.6687,158.9256,159.1702,159.3904,159.6595,159.9286,160.1610,160.3812,160.5891,160.8215,161.0050,161.2007,161.3842,161.5799,161.8000,162.0324,162.2893,162.5095,162.7663,162.9987,163.2434,163.4391,163.6348,163.8672,164.0751,164.2831,164.4543,164.6255,164.8335,165.0781,165.3472,165.6163,165.8732,166.1056,166.3991,166.6805,166.9006,167.0963,167.2920,167.4877,167.7324,167.9648,168.2216,168.4663,168.6864,168.9066,169.1390,169.3714,169.5916,169.8362,170.0564,170.2643,170.5334,170.7536,170.9738,171.2062,171.4386,171.6710,171.8667,172.0868,172.3192,172.5761,172.8085,173.0531,173.2978,173.5791,173.8115,174.0194,174.2396,174.4353,174.6310,174.8512,175.0591,175.2793,175.5361,175.7686
116.0415,116.2739,116.5308,116.7509,116.9956,117.2402,117.4726,117.7295,117.9863,118.2187,118.4267,118.6713,118.9037,119.1850,119.4663,119.7355,120.0045,120.2247,120.4571,120.6773,120.9341,121.1910,121.4723,121.7781,122.0595,122.3286,122.5977,122.8423,123.0747,123.3193,123.9187,125.2886,126.7319,128.0407,129.1293,129.9978,130.7439,131.4044,132.0038,132.5175,132.9945,133.4593,133.8630,134.2055,134.4990,134.6581,134.7070,134.5969,134.3278,133.8752,133.2025,132.3340,131.1109,130.0834,129.4963,129.2883,129.3006,129.4351,129.6431,129.8755,130.0956,130.3280,130.5482,130.7806,131.0375,131.3188,131.5879,131.8325,132.1139,132.3585,132.6031,132.8355,133.0924,133.3493,133.5816,133.7774,134.0587,134.2911,134.5602,134.8048,135.0862,135.3308,135.5632,135.7711,135.9791,136.2359,136.4806,136.7252,136.9821,137.2144,137.4102,137.6548,137.8627,138.1440,138.4009,138.6578,138.9269,139.1715,139.4161,139.6730,139.9299,140.1623,140.3825,140.6148,140.8472,141.0674,141.3365,141.5934,141.8502,142.0582,142.2906,142.5230,142.7309,143.0000,143.2813,143.5627,143.8073,144.0519,144.3333,144.5779,144.7858,145.0060,145.2017,145.4219,145.6665,145.8989,146.1680,146.3759,146.6328,146.8774,147.1221,147.3789,147.6236,147.8315,148.0639,148.3208,148.5654,148.7978,149.0302,149.2871,149.5317,149.7886,150.0699,150.3023,150.5225,150.7182,150.9017,151.0851,151.2808,151.4643,151.6233,151.7212,151.8068,151.9536,152.1493,152.3817,152.6875,152.9688,153.2624,153.5437,153.8617,154.1920,154.4611,154.7301,154.9870,155.2439,155.4518,155.7087,155.9166,156.1246,156.3692,156.5894,156.8340,157.0664,157.2621,157.4578,157.6535,157.8370,158.0694,158.3629,158.6076,158.8645,159.0846,159.3170,159.5739,159.8307,160.0998,160.3322,160.5279,160.7481,160.9805,161.1762,161.4086,161.6533,161.8857,162.1058,162.3382,162.5462,162.7663,162.9865,163.2067,163.4268,163.6470,163.8672,164.0384,164.2341,164.4421,164.6622,164.8702,165.1270,165.3839,165.6652,165.9466,166.2034,166.4970,166.7416,166.9862,167.1942,167.3532,167.5489,167.7813,168.0137,168.2583,168.5274,168.7721,169.0167,169.2491,169.4693,169.7139,169.9463,170.1909,170.3866,170.6068,170.8147,171.0349,171.2429,171.4630,171.6832,171.9156,172.1725,172.3804,172.6006,172.8574,173.0776,173.3345,173.5913,173.8849,174.1173,174.3252,174.5454,174.7411,174.9613,175.1570,175.3527,175.5851,175.7930
116.0048,116.2617,116.5185,116.7754,117.0078,117.2524,117.4726,117.7050,117.9374,118.2065,118.4756,118.7080,118.9649,119.2217,119.4786,119.7355,120.0045,120.2492,120.4449,120.6651,120.8975,121.1543,121.4479,121.7781,122.0595,122.3163,122.5732,122.8178,123.0502,123.2459,123.4539,124.0410,125.3008,126.7442,128.0285,129.1293,130.0345,130.7561,131.4289,132.0649,132.6276,133.1658,133.6306,134.0587,134.4256,134.7437,134.9149,134.9761,134.8904,134.6825,134.2789,133.6428,132.7377,131.5145,130.4381,129.8999,129.6553,129.6186,129.7409,129.9366,130.1568,130.3403,130.5360,130.7684,130.9886,131.2454,131.5023,131.7958,132.0894,132.3707,132.6154,132.8600,133.0924,133.3493,133.5816,133.8263,134.0098,134.2422,134.4990,134.7681,135.0250,135.2941,135.5754,135.8445,136.1136,136.3582,136.5906,136.7986,137.0554,137.2756,137.4958,137.7404,137.9973,138.2541,138.4743,138.7312,139.0003,139.2449,139.4773,139.7219,139.9788,140.2234,140.4681,140.7005,140.9451,141.1775,141.3488,141.6178,141.8258,142.0704,142.2906,142.5352,142.7921,143.0000,143.2813,143.5627,143.8562,144.1131,144.3577,144.5534,144.7980,145.0182,145.2629,145.4586,145.6787,145.9234,146.1558,146.3882,146.6450,146.8774,147.0976,147.3178,147.5013,147.7337,147.9661,148.2107,148.4553,148.7122,148.9446,149.2015,149.4705,149.7152,149.9965,150.2044,150.4124,150.6203,150.8160,151.0117,151.2686,151.4888,151.6967,151.8435,151.9169,152.0392,152.2349,152.4428,152.6997,152.9688,153.2379,153.5559,153.8372,154.1797,154.5222,154.8035,155.0482,155.2684,155.5374,155.7943,156.0267,156.2346,156.4793,156.6750,156.9074,157.1520,157.3844,157.5923,157.7636,157.9226,158.1428,158.4241,158.6810,158.9501,159.1825,159.4638,159.7329,159.9897,160.2099,160.4790,160.6870,160.8949,161.0417,161.2374,161.4576,161.6900,161.8857,162.0814,162.2893,162.5217,162.7663,163.0232,163.2678,163.5002,163.7082,163.9039,164.1118,164.2953,164.5399,164.7356,164.9558,165.2004,165.4206,165.6652,165.9099,166.1790,166.4236,166.6805,166.9251,167.1697,167.3777,167.5978,167.8547,168.0871,168.2950,168.4785,168.7109,168.9433,169.1635,169.4081,169.6650,169.8974,170.1053,170.3377,170.5823,170.7903,171.0227,171.2429,171.4386,171.6710,171.9156,172.1113,172.3315,172.6006,172.8574,173.1265,173.3712,173.6402,173.8849,174.1540,174.3497,174.5699,174.7778,174.9980,175.2059,175.4138,175.6218,175.8542
116.0660,116.2984,116.5063,116.7142,116.9222,117.1423,117.4114,117.6683,117.9252,118.2065,118.4267,118.6346,118.8548,119.1116,119.3685,119.6009,119.8455,120.1269,120.3593,120.5672,120.7629,121.0198,121.3011,121.6191,121.9494,122.2307,122.4753,122.7444,123.0013,123.2215,123.3927,123.6129,124.1388,125.2764,126.6708,127.9551,129.0682,130.0100,130.7928,131.5145,132.1873,132.7744,133.3248,133.8141,134.2666,134.6458,134.9394,135.1351,135.1962,135.1228,134.9149,134.5113,133.9119,133.0068,131.8325,130.8173,130.2547,130.0467,130.0589,130.1201,130.2547,130.4381,130.6338,130.8173,131.0375,131.2943,131.5512,131.8203,132.0649,132.3463,132.6154,132.8600,133.1169,133.3370,133.5572,133.7285,133.9241,134.1443,134.4256,134.6825,134.9638,135.2452,135.5265,135.7956,136.0402,136.2848,136.4806,136.6885,136.8964,137.1166,137.3245,137.5692,137.8383,138.0829,138.3398,138.5966,138.8657,139.0859,139.3061,139.5507,139.7709,140.0155,140.2601,140.5048,140.7249,140.9696,141.2264,141.4833,141.7524,142.0092,142.2539,142.4863,142.6942,142.9144,143.1835,143.4893,143.7461,144.0152,144.2232,144.4433,144.6757,144.9082,145.1772,145.4341,145.6665,145.9356,146.1680,146.4004,146.6573,146.8897,147.1465,147.3667,147.5624,147.7948,148.0272,148.2596,148.5042,148.7000,148.9691,149.2015,149.4705,149.7030,149.9843,150.2534,150.4980,150.6815,150.8649,151.0240,151.2319,151.4888,151.6722,151.8313,151.9536,152.0759,152.2349,152.4428,152.6385,152.8709,153.1890,153.5070,153.8372,154.1430,154.4488,154.7668,154.9992,155.2439,155.4885,155.7454,156.0145,156.2713,156.4915,156.7117,156.9319,157.1398,157.3233,157.4823,157.6413,157.8003,158.0572,158.3140,158.5709,158.8522,159.0846,159.3537,159.6350,159.8797,160.1121,160.3200,160.5279,160.7481,160.9561,161.1273,161.3964,161.6166,161.8857,162.0814,162.3015,162.5462,162.7663,162.9865,163.1944,163.3901,163.6225,163.8427,164.0751,164.2953,164.5032,164.7112,164.9313,165.1760,165.4206,165.6530,165.8854,166.1178,166.3991,166.6560,166.9006,167.1575,167.3777,167.5978,167.8302,168.0259,168.2339,168.4418,168.6742,168.9066,169.1390,169.3837,169.6160,169.8484,170.0809,170.3010,170.4967,170.7169,170.9248,171.1328,171.3652,171.5853,171.7810,172.0257,172.2825,172.5394,172.7963,173.0409,173.2855,173.5424,173.8115,174.0561,174.2885,174.4720,174.6677,174.8757,175.0958,175.2915,175.4872,175.6952
116.0904,116.3351,116.5797,116.8121,117.0445,117.2891,117.5582,117.8273,118.1086,118.3777,118.6101,118.8548,119.0627,119.2829,119.5275,119.7477,119.9801,120.1880,120.3715,120.5794,120.7751,120.9953,121.3133,121.6681,121.9983,122.3041,122.5365,122.7689,123.0013,123.1848,123.3193,123.5150,123.7352,124.1511,125.1051,126.4506,127.7472,128.9214,129.8755,130.7195,131.5023,132.1750,132.7988,133.3615,133.8752,134.3645,134.7314,135.0495,135.2818,135.3552,135.3063,135.1595,134.8537,134.3278,133.4838,132.4196,131.3188,130.6461,130.3403,130.2669,130.3158,130.4137,130.5604,130.7561,131.0008,131.2576,131.5023,131.7714,132.0527,132.3463,132.6031,132.8233,133.0312,133.2392,133.4593,133.6306,133.8263,134.0587,134.3278,134.5969,134.9271,135.2452,135.5510,135.8078,136.0647,136.2848,136.5173,136.7496,136.9821,137.1777,137.4102,137.6303,137.8872,138.1318,138.3887,138.6456,138.9269,139.1470,139.3672,139.6119,139.8565,140.1011,140.3458,140.6026,140.8595,141.1163,141.3243,141.5689,141.8013,142.0582,142.2906,142.4985,142.7065,142.9266,143.2080,143.4404,143.6850,143.9419,144.1743,144.4189,144.6635,144.9449,145.2017,145.4096,145.6298,145.8622,146.0824,146.3270,146.6083,146.8407,147.0732,147.3055,147.4890,147.6970,147.9294,148.2107,148.4675,148.7244,148.9691,149.2259,149.4705,149.7397,149.9598,150.1922,150.4001,150.5836,150.7549,150.9506,151.1585,151.4154,151.6478,151.8557,152.0392,152.1860,152.3328,152.5285,152.7364,152.9443,153.2257,153.5070,153.8128,154.1430,154.4611,154.7301,155.0115,155.2316,155.4641,155.6842,155.9411,156.1980,156.4303,156.6505,156.8829,157.1031,157.3110,157.4700,157.6046,157.7636,157.9593,158.2406,158.5097,158.7910,159.0846,159.3293,159.5739,159.7818,160.0142,160.2711,160.5279,160.7359,160.9071,161.1273,161.3230,161.5432,161.7756,162.0080,162.2526,162.4850,162.6929,162.9009,163.1577,163.3779,163.6103,163.8183,164.0262,164.2586,164.4910,164.7356,164.9558,165.1882,165.4206,165.6285,165.8487,166.1300,166.3747,166.6315,166.8762,167.0963,167.3165,167.5489,167.8180,168.0382,168.2461,168.4418,168.6742,168.9188,169.1635,169.3959,169.6527,169.9218,170.1665,170.3622,170.5823,170.8025,171.0471,171.2673,171.4753,171.7444,171.9645,172.1847,172.3926,172.6128,172.8574,173.1021,173.3589,173.5913,173.8360,174.0806,174.3375,174.5209,174.7044,174.9246,175.1447,175.3649,175.5484,175.7686
